genesymbol,canonical_marker,cell_type,germ_layer,human,human_sensitivity,human_specificity,mouse,mouse_sensitivity,mouse_specificity,ncbi_tax_id,organ,ubiquitiousness
XYLB,True,Epsilon cells,Endoderm,True,0.0,0.0,True,0.0,0.0,9606,Pancreas,0.001
ELOVL2,True,Epsilon cells,Endoderm,True,0.0,0.00093985,True,0.0,0.00295156,9606,Pancreas,0.003
AFF3,True,Epsilon cells,Endoderm,True,0.0,0.00595238,True,0.0,0.00680141,9606,Pancreas,0.006
CORIN,True,Epsilon cells,Endoderm,True,0.0,0.0,True,0.0,0.00102663,9606,Pancreas,0.001
HRH2,True,Epsilon cells,Endoderm,True,0.0,0.0037594,True,0.0,6.41643e-05,9606,Pancreas,0.001
CALCR,True,Satellite cells,Mesoderm,True,0.0,0.000313283,True,0.0,0.000385159,9606,Skeletal muscle,0.0
CALCR,True,Epsilon cells,Endoderm,True,0.0,0.000313283,True,0.0,0.000384986,9606,Pancreas,0.0
SLC6A16,True,Epsilon cells,Endoderm,True,0.0,0.0178571,True,0.0,0.0,9606,Pancreas,0.004
PCSK6,True,Epsilon cells,Endoderm,True,0.0,0.0,True,0.0,0.00853385,9606,Pancreas,0.007
PCSK6,True,Fibroblasts,Mesoderm,True,0.0,0.0,True,0.108597,0.00561315,9606,Connective tissue,0.007
ADAMTS6,True,Epsilon cells,Endoderm,True,0.0,0.00657895,True,0.0,0.0,9606,Pancreas,0.001
COL22A1,True,Epsilon cells,Endoderm,True,0.0,0.0018797,True,0.0,0.00384986,9606,Pancreas,0.003
FAM124A,True,Epsilon cells,Endoderm,True,0.0,0.0,True,0.0,0.00256657,9606,Pancreas,0.002
COL12A1,True,Epsilon cells,Endoderm,True,0.0,0.0056391,True,0.0,0.0127045,9606,Pancreas,0.013
COL12A1,True,Fibroblasts,Mesoderm,True,0.036036,0.00454398,True,0.230769,0.00633956,9606,Connective tissue,0.013
COL12A1,True,Osteoblasts,Mesoderm,True,0.0,0.0056391,True,0.459459,0.0116414,9606,Bone,0.013
CD109,True,Platelets,Mesoderm,True,0.0,0.00219573,True,0.0,0.00635348,9606,Blood,0.006
CD109,True,Epsilon cells,Endoderm,True,0.0,0.00219298,True,0.0,0.00635226,9606,Pancreas,0.006
THSD4,True,Epsilon cells,Endoderm,True,0.0,0.00689223,True,0.0,0.0,9606,Pancreas,0.004
VTN,True,Fibroblasts,Mesoderm,True,0.036036,0.00876339,True,0.0,0.0,9606,Connective tissue,0.029
VTN,True,Epsilon cells,Endoderm,True,0.0,0.00971178,True,0.0,0.0,9606,Pancreas,0.029
VTN,True,Meningeal cells,Ectoderm,True,0.0,0.00971178,True,0.0,0.0,9606,Brain,0.029
VTN,True,Pericytes,Mesoderm,True,0.0,0.00973312,True,0.0,0.0,9606,Vasculature,0.029
APOH,True,Hepatocytes,Endoderm,True,0.594595,0.000950872,True,0.9,0.0010936,9606,Liver,0.004
APOH,True,Epsilon cells,Endoderm,True,0.0,0.00783208,True,0.0,0.00340071,9606,Pancreas,0.004
S100A6,True,Epsilon cells,Endoderm,True,0.0,0.659774,True,0.0,0.0,9606,Pancreas,0.317
S100A6,True,Neural stem/precursor cells,Ectoderm,True,0.0,0.659774,True,0.0,0.0,9606,Brain,0.317
KRT8,True,Mammary epithelial cells,Mesoderm,True,1.0,0.210658,True,1.0,0.0912948,9606,Mammary gland,0.12
KRT8,True,Epsilon cells,Endoderm,True,0.0,0.211153,True,0.0,0.0931023,9606,Pancreas,0.12
KRT8,True,Merkel cells,Mesoderm,True,0.0,0.211153,True,0.0,0.0931023,9606,Skin,0.12
KRT8,True,Luminal epithelial cells,Ectoderm,True,0.933333,0.207743,True,1.0,0.0923452,9606,Mammary gland,0.12
KRT8,True,Hepatoblasts,Endoderm,True,0.0,0.211153,True,0.0,0.0931023,9606,Liver,0.12
CGA,True,Erythroblasts,Mesoderm,True,0.0,0.00845865,True,0.0,0.00147578,9606,Blood,0.003
KLF1,True,Erythroid-like and erythroid precursor cells,Mesoderm,True,0.438596,0.0019861,True,0.240506,0.00280167,9606,Blood,0.009
BPGM,True,Erythroblasts,Mesoderm,True,0.0,0.0460526,True,0.0,0.0692332,9606,Blood,0.063
EPOR,True,Satellite glial cells,Ectoderm,True,0.0,0.0147243,True,0.0,0.00250241,9606,Brain,0.004
EPOR,True,Erythroblasts,Mesoderm,True,0.0,0.0147243,True,0.0,0.00250241,9606,Blood,0.004
EPOR,True,Megakaryocytes,Mesoderm,True,0.0,0.0147243,True,0.0,0.00250241,9606,Immune system,0.004
IGBP1,True,Erythroblasts,Mesoderm,True,0.0,0.128759,True,0.0,0.0712223,9606,Blood,0.089
TFR2,True,Erythroblasts,Mesoderm,True,0.0,0.00783208,True,0.0,0.0,9606,Blood,0.003
TFR2,True,Hepatocytes,Endoderm,True,0.027027,0.00760697,True,0.0,0.0,9606,Liver,0.003
GYPA,True,Erythroblasts,Mesoderm,True,0.0,0.0272556,True,0.0,0.00821303,9606,Blood,0.011
GYPA,True,Erythroid-like and erythroid precursor cells,Mesoderm,True,0.497076,0.000662032,True,0.49789,0.000651551,9606,Blood,0.011
LMNB1,True,Erythroblasts,Mesoderm,True,0.0,0.037594,True,0.0,0.161052,9606,Blood,0.138
LRP8,True,Erythroblasts,Mesoderm,True,0.0,0.00125313,True,0.0,0.0367661,9606,Blood,0.029
LRP8,True,Neuroblasts,Ectoderm,True,0.0,0.00125313,True,0.0,0.0367685,9606,Brain,0.029
GRSF1,True,Erythroblasts,Mesoderm,True,0.0,0.106516,True,0.0,0.0408726,9606,Blood,0.056
USE1,True,Erythroblasts,Mesoderm,True,0.0,0.0,True,0.0,0.0,9606,Blood,0.015
CFP,True,Erythroblasts,Mesoderm,True,0.0,0.035401,True,0.0,0.034777,9606,Blood,0.035
LMO2,True,Erythroblasts,Mesoderm,True,0.0,0.018797,True,0.0,0.0841835,9606,Blood,0.072
GATA1,True,Sertoli cells,Mesoderm,True,0.0,0.0178571,True,0.0,0.00591754,9606,Reproductive,0.008
GATA1,True,Megakaryocytes,Mesoderm,True,0.0,0.0178571,True,0.0,0.00590311,9606,Immune system,0.008
GATA1,True,Erythroblasts,Mesoderm,True,0.0,0.0178571,True,0.0,0.00590311,9606,Blood,0.008
TAL1,True,Hematopoietic stem cells,Mesoderm,True,0.0,0.00657895,True,0.0,0.0,9606,Bone,0.004
TAL1,True,Erythroblasts,Mesoderm,True,0.0,0.00657895,True,0.0,0.0,9606,Blood,0.004
KMT5A,True,Erythroblasts,Mesoderm,True,0.0,0.0103383,False,0.0,0.0,9606,Blood,0.002
PIEZO1,True,Urothelial cells,Mesoderm,True,0.0,0.0162907,True,0.25,0.00821513,9606,Urinary bladder,0.01
PIEZO1,True,Erythroblasts,Mesoderm,True,0.0,0.0162907,True,0.0,0.00827719,9606,Blood,0.01
ALAS2,True,Erythroid-like and erythroid precursor cells,Mesoderm,True,0.842105,0.000662032,True,0.675106,0.00462601,9606,Blood,0.019
HBB,True,Erythroid-like and erythroid precursor cells,Mesoderm,True,0.959064,0.129096,False,0.0,0.0,9606,Blood,0.03
THBS1,True,Loop of Henle cells,Mesoderm,True,1.0,0.0517079,True,0.0,0.0,9606,Kidney,0.04
THBS1,True,Platelets,Mesoderm,True,0.25,0.0517566,True,0.0,0.0,9606,Blood,0.04
THBS1,True,Erythroid-like and erythroid precursor cells,Mesoderm,True,0.0,0.0549487,True,0.0,0.0,9606,Blood,0.04
GYPB,True,Erythroid-like and erythroid precursor cells,Mesoderm,True,0.561404,0.000331016,False,0.0,0.0,9606,Blood,0.005
NCOA4,True,Platelets,Mesoderm,True,1.0,0.0934755,True,0.0,0.00346554,9606,Blood,0.02
SLC4A1,True,Intercalated cells,Mesoderm,True,0.0,0.0338346,True,0.0,0.0,9606,Kidney,0.009
FOSB,True,Fibroblasts,Mesoderm,True,0.54955,0.189224,True,0.533937,0.101433,9606,Connective tissue,0.125
EPB41,True,Erythroid-like and erythroid precursor cells,Mesoderm,True,0.0292398,0.00463423,True,0.43038,0.026062,9606,Blood,0.027
KCNN4,True,Paneth cells,Endoderm,True,0.0,0.0100251,True,0.125,0.0288939,9606,GI tract,0.027
KCNN4,True,Pyramidal cells,Ectoderm,True,0.0,0.0100251,True,0.0,0.0293891,9606,Brain,0.027
RHD,True,Erythroid-like and erythroid precursor cells,Mesoderm,True,0.251462,0.0,True,0.0,0.0,9606,Blood,0.006
TSPAN33,True,Erythroid-like and erythroid precursor cells,Mesoderm,True,0.0,0.00529626,True,0.0,0.0,9606,Blood,0.009
EPB42,True,Erythroid-like and erythroid precursor cells,Mesoderm,True,0.526316,0.000331016,True,0.0843882,6.51551e-05,9606,Blood,0.006
CD47,True,Erythroid-like and erythroid precursor cells,Mesoderm,True,0.25731,0.217809,True,0.265823,0.445596,9606,Blood,0.401
EDRF1,True,Erythroid-like and erythroid precursor cells,Mesoderm,True,0.0,0.00662032,True,0.0,0.000586396,9606,Blood,0.001
EPB41L2,True,Erythroid-like and erythroid precursor cells,Mesoderm,True,0.0,0.0678583,True,0.0,0.080271,9606,Blood,0.076
KEL,True,Erythroid-like and erythroid precursor cells,Mesoderm,True,0.0643275,0.0,True,0.122363,0.0,9606,Blood,0.002
RHAG,True,Erythroid-like and erythroid precursor cells,Mesoderm,True,0.362573,0.000331016,True,0.0,0.0,9606,Blood,0.005
THRB,True,Erythroid-like and erythroid precursor cells,Mesoderm,True,0.0,0.000331016,True,0.0,0.0,9606,Blood,0.004
UROD,True,Erythroid-like and erythroid precursor cells,Mesoderm,True,0.0,0.00496524,True,0.0,0.0,9606,Blood,0.004
UROS,True,Erythroid-like and erythroid precursor cells,Mesoderm,True,0.0,0.00529626,True,0.0,0.0,9606,Blood,0.002
SNCA,True,Erythroid-like and erythroid precursor cells,Mesoderm,True,0.812865,0.041046,True,0.0,0.0,9606,Blood,0.096
PDGFRB,True,Pericytes,Mesoderm,True,1.0,0.0342229,True,0.966942,0.0187056,9606,Vasculature,0.033
PDGFRB,True,Mesangial cells,Mesoderm,True,1.0,0.0357367,True,0.0,0.0334296,9606,Kidney,0.033
PDGFRB,True,Fibroblasts,Mesoderm,True,0.198198,0.0305096,True,0.226244,0.0278016,9606,Connective tissue,0.033
P4HA1,True,Fibroblasts,Mesoderm,True,0.0990991,0.0275884,True,0.294118,0.0305752,9606,Connective tissue,0.04
FGR,True,Macrophages,Mesoderm,True,0.416667,0.0204403,True,0.175758,0.0064281,9606,Immune system,0.013
PRKCD,True,Platelets,Mesoderm,True,0.0,0.00784191,True,0.0,0.0484533,9606,Blood,0.042
PRKCD,True,Fibroblasts,Mesoderm,True,0.0,0.00811425,True,0.0135747,0.0494618,9606,Connective tissue,0.042
TREML4,True,Red pulp macrophages,Mesoderm,True,0.0,0.0,True,0.0,0.0,9606,Immune system,0.003
TREML4,True,Macrophages,Mesoderm,True,0.0,0.0,True,0.0,0.0,9606,Immune system,0.003
CTHRC1,True,Fibroblasts,Mesoderm,True,0.0900901,0.0298604,True,0.235294,0.0259526,9606,Connective tissue,0.031
CTHRC1,True,Schwann cells,Ectoderm,True,0.0,0.0319549,True,0.0229885,0.0319396,9606,Brain,0.031
COL15A1,True,Stromal cells,Mesoderm,True,0.0,0.0281955,True,0.0,0.0141849,9606,Connective tissue,0.016
COL15A1,True,Fibroblasts,Mesoderm,True,0.144144,0.0240182,True,0.266968,0.00680182,9606,Connective tissue,0.016
GJB2,True,Microfold cells,Endoderm,True,0.0,0.0119048,True,0.0,0.00917549,9606,GI tract,0.009
GJB2,True,Fibroblasts,Mesoderm,True,0.0720721,0.0097371,True,0.0452489,0.00812257,9606,Connective tissue,0.009
GJB2,True,Hepatocytes,Endoderm,True,0.0,0.0120444,True,0.35,0.00829849,9606,Liver,0.009
ITIH5,True,Fibroblasts,Mesoderm,True,0.045045,0.00681597,True,0.479638,0.030311,9606,Connective tissue,0.036
PENK,True,Tanycytes,Ectoderm,True,0.0,0.0275689,True,0.0,0.0196608,9606,Brain,0.02
PENK,True,Osteoblasts,Mesoderm,True,0.0,0.0275689,True,0.0,0.019681,9606,Bone,0.02
MMP14,True,Fibroblasts,Mesoderm,True,0.306306,0.025641,True,0.606335,0.0408109,9606,Connective tissue,0.054
MMP14,True,Mammary epithelial cells,Mesoderm,True,0.0,0.0354232,True,0.0967742,0.05677,9606,Mammary gland,0.054
EFEMP1,True,Fibroblasts,Mesoderm,True,0.342342,0.0311587,True,0.364253,0.00647164,9606,Connective tissue,0.021
IGFBP3,True,Hepatic stellate cells,Endoderm,True,0.5,0.0589342,True,0.5,0.0255407,9606,Liver,0.031
IGFBP3,True,Leydig cells,Mesoderm,True,0.0,0.0592477,True,0.0,0.0256196,9606,Reproductive,0.031
IGFBP3,True,Fibroblasts,Mesoderm,True,0.396396,0.0470626,True,0.18552,0.0209338,9606,Connective tissue,0.031
COPZ2,True,Mast cells,Mesoderm,True,0.0,0.0207286,True,0.184211,0.0428378,9606,Immune system,0.038
DPEP1,True,Fibroblasts,Mesoderm,True,0.018018,0.0116845,True,0.493213,0.0120188,9606,Connective tissue,0.023
COL5A1,True,Müller cells,Ectoderm,True,0.0,0.0357143,True,0.0,0.0249904,9606,Eye,0.028
COL5A1,True,Fibroblasts,Mesoderm,True,0.369369,0.0236936,True,0.5181,0.0105659,9606,Connective tissue,0.028
CD248,True,Fibroblasts,Mesoderm,True,0.288288,0.00454398,True,0.341629,0.0147923,9606,Connective tissue,0.022
CD248,True,Pericytes,Mesoderm,True,0.285714,0.0138148,True,0.652893,0.0141433,9606,Vasculature,0.022
TNXB,True,Fibroblasts,Mesoderm,True,0.0,0.00259656,True,0.0,0.0,9606,Connective tissue,0.008
COL14A1,True,Fibroblasts,Mesoderm,True,0.333333,0.00811425,True,0.402715,0.00554712,9606,Connective tissue,0.017
CLEC3B,True,Microglia,Ectoderm,True,0.0,0.0,True,0.0,0.0275338,9606,Brain,0.021
IGFBP6,True,Pulmonary alveolar type I cells,Endoderm,True,0.0,0.0839599,True,0.676471,0.0280368,9606,Lungs,0.039
IGFBP6,True,Hepatic stellate cells,Endoderm,True,1.0,0.0833856,True,0.0,0.0294552,9606,Liver,0.039
IGFBP6,True,Fibroblasts,Mesoderm,True,0.684685,0.0623174,True,0.576923,0.0134716,9606,Connective tissue,0.039
COL5A2,True,Fibroblasts,Mesoderm,True,0.333333,0.0243427,True,0.726244,0.0228488,9606,Connective tissue,0.044
FBN1,True,Fibroblasts,Mesoderm,True,0.459459,0.0126582,True,0.656109,0.00931123,9606,Connective tissue,0.028
MFAP5,True,Smooth muscle cells,Mesoderm,True,0.142857,0.0097761,True,0.107438,0.0234092,9606,Smooth muscle,0.021
FKBP10,True,Fibroblasts,Mesoderm,True,0.378378,0.0545278,True,0.361991,0.0207357,9606,Connective tissue,0.041
PALLD,True,Platelets,Mesoderm,True,0.0,0.102258,True,0.0,0.0424849,9606,Blood,0.053
WIF1,True,Fibroblasts,Mesoderm,True,0.0,0.0032457,True,0.0,0.0,9606,Connective tissue,0.007
SNHG18,True,Fibroblasts,Mesoderm,True,0.126126,0.0103862,True,0.0,0.0,10090,Connective tissue,0.046
CDH11,True,Fibroblasts,Mesoderm,True,0.540541,0.0340798,True,0.377828,0.0263488,9606,Connective tissue,0.039
FBLN2,True,Neurons,Ectoderm,True,0.0,0.0197926,True,0.0,0.0286026,9606,Brain,0.025
FBLN2,True,Fibroblasts,Mesoderm,True,0.288288,0.0100617,True,0.447964,0.0146602,9606,Connective tissue,0.025
IGF1,True,Loop of Henle cells,Mesoderm,True,0.0,0.00282043,True,0.0,0.0543471,9606,Kidney,0.044
IGF1,True,Fibroblasts,Mesoderm,True,0.036036,0.00162285,True,0.504525,0.0412072,9606,Connective tissue,0.044
IGF1,True,Neurons,Ectoderm,True,0.0,0.00282752,True,0.0643729,0.053732,9606,Brain,0.044
IGF1,True,Leydig cells,Mesoderm,True,0.0,0.00282132,True,0.181818,0.0542571,9606,Reproductive,0.044
PRRX1,True,Fibroblasts,Mesoderm,True,0.27027,0.0266147,True,0.459276,0.0183583,9606,Connective tissue,0.033
OAF,True,Mast cells,Mesoderm,True,0.0,0.0285804,True,0.578947,0.0364057,9606,Immune system,0.036
COL6A3,True,Fibroblasts,Mesoderm,True,0.567568,0.0259656,True,0.615385,0.010698,9606,Connective tissue,0.032
COL6A3,True,Pancreatic stellate cells,Endoderm,True,0.652174,0.0403913,True,1.0,0.0277225,9606,Pancreas,0.032
CTSK,True,Macrophages,Mesoderm,True,0.0,0.0176101,True,0.0040404,0.0294897,9606,Immune system,0.027
CTSK,True,Osteoclasts,Mesoderm,True,0.0,0.0175439,True,1.0,0.0285568,9606,Bone,0.027
CTSK,True,Fibroblasts,Mesoderm,True,0.288288,0.00778968,True,0.4819,0.0154527,9606,Connective tissue,0.027
C1S,True,Fibroblasts,Mesoderm,True,0.792793,0.0516066,False,0.0,0.0,9606,Connective tissue,0.013
GREM1,True,Fibroblasts,Mesoderm,True,0.0540541,0.0366764,True,0.0656109,0.00237734,9606,Connective tissue,0.01
COL8A1,True,Fibroblasts,Mesoderm,True,0.036036,0.00486855,True,0.180995,0.00779238,9606,Connective tissue,0.011
THBS2,True,Leydig cells,Mesoderm,True,0.0,0.0031348,True,0.0,0.0,9606,Reproductive,0.01
CCN3,True,Interneurons,Ectoderm,True,0.0,0.00469925,True,0.0802139,0.00376672,9606,Brain,0.004
CCN3,True,Meningeal cells,Ectoderm,True,0.0,0.00469925,True,0.153846,0.00455947,9606,Brain,0.004
CCN3,True,Smooth muscle cells,Mesoderm,True,0.0,0.00473037,True,0.0661157,0.00420331,9606,Smooth muscle,0.004
CCN3,True,Schwann cells,Ectoderm,True,0.0,0.00469925,True,0.0,0.00471028,9606,Brain,0.004
PLXNA1,True,Interneurons,Ectoderm,True,0.0,0.00469925,True,0.0802139,0.00376672,9606,Brain,0.004
PLXNA1,True,Meningeal cells,Ectoderm,True,0.0,0.00469925,True,0.153846,0.00455947,9606,Brain,0.004
PLXNA1,True,Smooth muscle cells,Mesoderm,True,0.0,0.00473037,True,0.0661157,0.00420331,9606,Smooth muscle,0.004
PLXNA1,True,Schwann cells,Ectoderm,True,0.0,0.00469925,True,0.0,0.00471028,9606,Brain,0.004
PTX3,True,Fibroblasts,Mesoderm,True,0.036036,0.0123337,True,0.190045,0.0087169,9606,Connective tissue,0.013
PKD2,True,Fibroblasts,Mesoderm,True,0.126126,0.0064914,True,0.176471,0.00508486,9606,Connective tissue,0.01
HAS1,True,Fibroblasts,Mesoderm,True,0.018018,0.00097371,True,0.115385,0.000198111,9606,Connective tissue,0.003
ERCC1,True,Fibroblasts,Mesoderm,True,0.153153,0.092827,True,0.0158371,0.0114905,9606,Connective tissue,0.033
CCN4,True,Fibroblasts,Mesoderm,True,0.0,0.0,True,0.0,0.0,9606,Connective tissue,0.008
RIPK3,True,Fibroblasts,Mesoderm,True,0.0,0.0,True,0.0,0.0,9606,Connective tissue,0.01
DDR2,True,Fibroblasts,Mesoderm,True,0.144144,0.00811425,True,0.366516,0.00964142,9606,Connective tissue,0.018
ELN,True,Fibroblasts,Mesoderm,True,0.18018,0.00421941,True,0.438914,0.0180942,9606,Connective tissue,0.026
FN1,True,Mesangial cells,Mesoderm,True,1.0,0.0987461,True,0.0,0.0869426,9606,Kidney,0.091
FN1,True,Pancreatic stellate cells,Endoderm,True,0.652174,0.0952982,True,0.5,0.0868896,9606,Pancreas,0.091
FN1,True,Fibroblasts,Mesoderm,True,0.468468,0.086011,True,0.638009,0.0708578,9606,Connective tissue,0.091
FN1,True,Monocytes,Mesoderm,True,0.0769231,0.0994946,True,0.0,0.0869593,9606,Immune system,0.091
HHIP,True,Fibroblasts,Mesoderm,True,0.0,0.0129828,True,0.0248869,0.00686786,9606,Connective tissue,0.008
HHIP,True,Smooth muscle cells,Mesoderm,True,0.142857,0.0116682,True,0.0661157,0.0069193,9606,Smooth muscle,0.008
FMO2,True,Fibroblasts,Mesoderm,True,0.045045,0.00227199,True,0.199095,0.010698,9606,Connective tissue,0.014
COL1A2,True,Fibroblasts,Mesoderm,True,0.711712,0.103213,True,1.0,0.0615466,9606,Connective tissue,0.097
COL1A2,True,Pancreatic stellate cells,Endoderm,True,0.956522,0.118334,True,1.0,0.0880447,9606,Pancreas,0.097
COL1A2,True,Hepatic stellate cells,Endoderm,True,1.0,0.123824,True,0.5,0.0881088,9606,Liver,0.097
COL3A1,True,Pancreatic stellate cells,Endoderm,True,0.869565,0.0937204,True,1.0,0.081114,9606,Pancreas,0.086
COL3A1,True,Hepatic stellate cells,Endoderm,True,1.0,0.0987461,True,0.5,0.0811782,9606,Liver,0.086
COL3A1,True,Müller cells,Ectoderm,True,0.0,0.0993108,True,0.0,0.0813311,9606,Eye,0.086
COL3A1,True,Fibroblasts,Mesoderm,True,0.666667,0.0788705,True,0.963801,0.0554712,9606,Connective tissue,0.086
FSTL1,True,Fibroblasts,Mesoderm,True,0.594595,0.0918533,True,0.963801,0.102622,9606,Connective tissue,0.123
GSN,True,Fibroblasts,Mesoderm,True,0.63964,0.186628,True,0.884615,0.191376,9606,Connective tissue,0.206
COL1A1,True,Pericytes,Mesoderm,True,0.142857,0.099843,True,0.0826446,0.0731278,9606,Vasculature,0.081
COL1A1,True,Müller cells,Ectoderm,True,0.0,0.0999373,True,0.0,0.073365,9606,Eye,0.081
COL1A1,True,Osteoblasts,Mesoderm,True,0.0,0.0999373,True,1.0,0.0710702,9606,Bone,0.081
COL1A1,True,Pancreatic stellate cells,Endoderm,True,0.869565,0.0943515,True,1.0,0.0731566,9606,Pancreas,0.081
COL1A1,True,Hepatic stellate cells,Endoderm,True,1.0,0.099373,True,0.5,0.0732208,9606,Liver,0.081
COL1A1,True,Fibroblasts,Mesoderm,True,0.657658,0.0798442,True,0.970588,0.0470845,9606,Connective tissue,0.081
NOX4,True,Smooth muscle cells,Mesoderm,True,0.0,0.0,True,0.0413223,0.00297465,9606,Smooth muscle,0.003
NOX4,True,Fibroblasts,Mesoderm,True,0.0,0.0,True,0.0339367,0.00237734,9606,Connective tissue,0.003
NOX4,True,Proximal tubule cells,Mesoderm,True,0.0,0.0,True,0.314286,0.00186916,9606,Kidney,0.003
SERPINH1,True,Fibroblasts,Mesoderm,True,0.522523,0.142486,True,0.0,0.0,9606,Connective tissue,0.219
SERPINH1,True,Hepatocytes,Endoderm,True,0.0540541,0.156894,True,0.0,0.0,9606,Liver,0.219
PDGFRA,True,Fibroblasts,Mesoderm,True,0.396396,0.0350536,True,0.604072,0.0276696,9606,Connective tissue,0.044
PDGFRA,True,Pancreatic stellate cells,Endoderm,True,0.0,0.0479647,True,0.5,0.0439582,9606,Pancreas,0.044
PDGFRA,True,Meningeal cells,Ectoderm,True,0.0,0.047619,True,0.0769231,0.0439892,9606,Brain,0.044
PDGFRA,True,Oligodendrocyte progenitor cells,Ectoderm,True,1.0,0.0455259,True,0.849057,0.0329149,9606,Brain,0.044
EN1,True,Interneurons,Ectoderm,True,0.0,0.0,True,0.0,0.00376672,9606,Brain,0.003
EN1,True,Fibroblasts,Mesoderm,True,0.0,0.0,True,0.0361991,0.00277356,9606,Connective tissue,0.003
DCN,True,Hepatic stellate cells,Endoderm,True,1.0,0.106583,True,0.5,0.0818199,9606,Liver,0.084
DCN,True,Meningeal cells,Ectoderm,True,0.0,0.107143,True,0.846154,0.0812356,9606,Brain,0.084
DCN,True,Fibroblasts,Mesoderm,True,0.936937,0.0772476,True,0.923077,0.0573202,9606,Connective tissue,0.084
CEBPB,True,Sebocytes,Mesoderm,True,0.0,0.158521,True,0.0,0.13051,9606,Skin,0.138
CEBPB,True,Fibroblasts,Mesoderm,True,0.477477,0.14703,True,0.515837,0.119263,9606,Connective tissue,0.138
EGR1,True,Microglia,Ectoderm,True,0.0,0.187657,True,0.397727,0.202971,9606,Brain,0.202
EGR1,True,Natural killer T cells,Mesoderm,True,0.0,0.187657,True,0.0,0.20847,9606,Immune system,0.202
EGR1,True,Fibroblasts,Mesoderm,True,0.63964,0.171373,True,0.823529,0.190517,9606,Connective tissue,0.202
EGR1,True,Hematopoietic stem cells,Mesoderm,True,0.0,0.187657,True,0.125,0.208641,9606,Bone,0.202
FOSL2,True,Microfold cells,Endoderm,True,0.0,0.0347744,True,0.0,0.0476099,9606,GI tract,0.045
FOSL2,True,Fibroblasts,Mesoderm,True,0.135135,0.0311587,True,0.221719,0.0425279,9606,Connective tissue,0.045
HIF1A,True,Luminal epithelial cells,Ectoderm,True,0.533333,0.0997797,True,0.769231,0.0850886,9606,Mammary gland,0.089
HIF1A,True,Osteoclasts,Mesoderm,True,0.0,0.101817,True,0.0,0.0856703,9606,Bone,0.089
HIF1A,True,Osteoblasts,Mesoderm,True,0.0,0.101817,True,0.216216,0.0853486,9606,Bone,0.089
HIF1A,True,Fibroblasts,Mesoderm,True,0.189189,0.0986693,True,0.167421,0.0832728,9606,Connective tissue,0.089
KLF2,True,Fibroblasts,Mesoderm,True,0.117117,0.0944499,True,0.531674,0.170574,9606,Connective tissue,0.162
KLF6,True,Fibroblasts,Mesoderm,True,0.648649,0.423239,True,0.69457,0.26395,9606,Connective tissue,0.3
KLF6,True,Tuft cells,Endoderm,True,0.0,0.431078,True,0.230769,0.276201,9606,GI tract,0.3
KLF9,True,Fibroblasts,Mesoderm,True,0.198198,0.0217462,True,0.59276,0.143036,9606,Connective tissue,0.13
NFAT5,True,Fibroblasts,Mesoderm,True,0.045045,0.0201233,True,0.0701357,0.0157829,9606,Connective tissue,0.017
NFATC1,True,Megakaryocytes,Mesoderm,True,0.0,0.00501253,True,0.0,0.00692974,9606,Immune system,0.006
NFATC1,True,Fibroblasts,Mesoderm,True,0.0,0.00519312,True,0.0294118,0.00627353,9606,Connective tissue,0.006
NFKB1,True,Fibroblasts,Mesoderm,True,0.027027,0.025641,True,0.113122,0.0255564,9606,Connective tissue,0.028
NFKB1,True,T helper cells,Mesoderm,True,0.0,0.0256892,True,0.0,0.0280398,9606,Immune system,0.028
NR4A1,True,Natural killer T cells,Mesoderm,True,0.0,0.00469925,True,0.0,0.101829,9606,Immune system,0.083
NR4A1,True,Fibroblasts,Mesoderm,True,0.0540541,0.00292113,True,0.40724,0.0929142,9606,Connective tissue,0.083
PBX1,True,Fibroblasts,Mesoderm,True,0.198198,0.0730282,True,0.321267,0.196328,9606,Connective tissue,0.175
PBX1,True,Neuroblasts,Ectoderm,True,0.0,0.077381,True,1.0,0.19982,9606,Brain,0.175
RUNX1,True,Satellite cells,Mesoderm,True,0.0,0.0313283,True,0.0,0.0,9606,Skeletal muscle,0.054
RUNX1,True,Luminal epithelial cells,Ectoderm,True,0.133333,0.0308467,True,0.0,0.0,9606,Mammary gland,0.054
RUNX1,True,Fibroblasts,Mesoderm,True,0.117117,0.0282376,True,0.0,0.0,9606,Connective tissue,0.054
RUNX1,True,Hematopoietic stem cells,Mesoderm,True,0.0,0.0313283,True,0.0,0.0,9606,Bone,0.054
LAMC1,True,Fibroblasts,Mesoderm,True,0.405405,0.0379747,True,0.452489,0.0485373,9606,Connective tissue,0.058
MEDAG,True,Fibroblasts,Mesoderm,True,0.189189,0.00292113,True,0.20362,0.00092452,9606,Connective tissue,0.007
LAMB1,True,Fibroblasts,Mesoderm,True,0.378378,0.0344044,True,0.377828,0.0429241,9606,Connective tissue,0.051
MDK,True,Fibroblasts,Mesoderm,True,0.333333,0.24148,True,0.445701,0.202074,9606,Connective tissue,0.222
GSTM5,True,Müller cells,Ectoderm,True,0.0,0.00532581,True,0.105263,0.250096,9606,Eye,0.201
GSTM5,True,Fibroblasts,Mesoderm,True,0.045045,0.00389484,True,0.373303,0.246318,9606,Connective tissue,0.201
NGF,True,Myoblasts,Mesoderm,True,0.0,0.000626566,True,0.0,0.00346799,9606,Skeletal muscle,0.003
